job_id,path_id,degrees,minYears,experienceType,graduation,graduationYears,evidence
NVIDIA-JR2016032,NVIDIA-JR2016032-1,"[""PhD""]",,research,PhD new college grad 2026,[2026],Official title explicitly says PhD New College Grad 2026.
NVIDIA-JR2010161,NVIDIA-JR2010161-1,"[""PhD""]",,research,Official title and description specify PhD new graduate; research excellence expected,[2026],Official title says PhD New College Grad 2026; description says NVIDIA Research seeks a Research Scientist New Graduate.
NVIDIA-JR2024900,NVIDIA-JR2024900-1,"[""PhD""]",,research,PhD new college grad 2026,[2026],Official title explicitly says PhD New College Grad 2026.
NVIDIA-JR2011473,NVIDIA-JR2011473-1,"[""PhD""]",,research,PhD new college grad 2026,[2026],Official title explicitly says PhD New College Grad 2026.
NVIDIA-JR2016276,NVIDIA-JR2016276-1,"[""Bachelor"",""Master"",""PhD""]",,industry,2026 new college grad title; no industry-years floor stated,[2026],"Official title says New College Grad 2026; qualifications accept BS, MS, PhD or equivalent."
openai-ashby-4acc3515-887f-4bc9-8c2a-00f36ae480c3,openai-ashby-4acc3515-887f-4bc9-8c2a-00f36ae480c3-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-bb90d497-06ef-4bb9-878a-e797a19cd834,openai-ashby-bb90d497-06ef-4bb9-878a-e797a19cd834-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-6897d024-88c1-43ed-adb8-5d2fc5eec984,openai-ashby-6897d024-88c1-43ed-adb8-5d2fc5eec984-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-34c2ed3f-840f-4a68-9a00-0a0606660abf,openai-ashby-34c2ed3f-840f-4a68-9a00-0a0606660abf-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-ab9adae3-54b5-457e-9938-77d3278d91a5,openai-ashby-ab9adae3-54b5-457e-9938-77d3278d91a5-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-df3edefb-6a8b-4ef6-b183-b3f96051783e,openai-ashby-df3edefb-6a8b-4ef6-b183-b3f96051783e-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-9d72171e-2630-4347-83a1-263178644282,openai-ashby-9d72171e-2630-4347-83a1-263178644282-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-3302ceaf-f6ca-4803-9846-7fff7ad48a0d,openai-ashby-3302ceaf-f6ca-4803-9846-7fff7ad48a0d-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-b2250643-bfd0-4ce6-abbf-cb7e8c8123ba,openai-ashby-b2250643-bfd0-4ce6-abbf-cb7e8c8123ba-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-de06790a-7243-4e33-a6f1-e7bd34009588,openai-ashby-de06790a-7243-4e33-a6f1-e7bd34009588-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-577e6673-0a4a-491b-9a0d-facbdd3bdf3c,openai-ashby-577e6673-0a4a-491b-9a0d-facbdd3bdf3c-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-4a13c764-18c3-4076-ac87-29e05491be07,openai-ashby-4a13c764-18c3-4076-ac87-29e05491be07-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-ecf1abec-898c-4acb-a984-42858836a1ff,openai-ashby-ecf1abec-898c-4acb-a984-42858836a1ff-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-80f9f564-d789-47bc-91c3-3babf5a1a33d,openai-ashby-80f9f564-d789-47bc-91c3-3babf5a1a33d-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-1b268692-70d8-46c2-a347-2f7705b5c174,openai-ashby-1b268692-70d8-46c2-a347-2f7705b5c174-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-4a9774e2-6505-4cc2-92eb-22a8450aacdc,openai-ashby-4a9774e2-6505-4cc2-92eb-22a8450aacdc-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-240d459b-696d-43eb-8497-fab3e56ecd9b,openai-ashby-240d459b-696d-43eb-8497-fab3e56ecd9b-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-29074a51-9cb3-47c9-a8a7-f283cd14fa6c,openai-ashby-29074a51-9cb3-47c9-a8a7-f283cd14fa6c-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-1bf678c5-1058-45ca-b9bd-b0029fccd60e,openai-ashby-1bf678c5-1058-45ca-b9bd-b0029fccd60e-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-7243bdb7-7f75-4dff-a10f-18bd7296f632,openai-ashby-7243bdb7-7f75-4dff-a10f-18bd7296f632-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-719cc0f6-ed38-41db-8870-299b4d336f37,openai-ashby-719cc0f6-ed38-41db-8870-299b4d336f37-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-1c516e9f-c97d-4a40-8529-9871dac615a5,openai-ashby-1c516e9f-c97d-4a40-8529-9871dac615a5-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-bd2b8228-bb0f-42e0-94bd-c853cdd56140,openai-ashby-bd2b8228-bb0f-42e0-94bd-c853cdd56140-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-793964ae-d40b-45e3-9798-84f4b6da48c5,openai-ashby-793964ae-d40b-45e3-9798-84f4b6da48c5-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-bba18df5-f30f-4d2c-909c-30e651f95579,openai-ashby-bba18df5-f30f-4d2c-909c-30e651f95579-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-cc434f5b-dc0b-42fd-97ec-e0171545c6e9,openai-ashby-cc434f5b-dc0b-42fd-97ec-e0171545c6e9-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-7322d344-9325-4a92-8445-0a2c4e9272f8,openai-ashby-7322d344-9325-4a92-8445-0a2c4e9272f8-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-171ebca6-de53-4d6e-a312-30332f353957,openai-ashby-171ebca6-de53-4d6e-a312-30332f353957-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-7e198d81-34e0-48b6-b64e-a501a75f9d53,openai-ashby-7e198d81-34e0-48b6-b64e-a501a75f9d53-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-872ca3d0-c8c0-4585-9a34-7f9ed6b4dbf9,openai-ashby-872ca3d0-c8c0-4585-9a34-7f9ed6b4dbf9-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-5f0c6579-0bfb-4a06-8a43-1dd371499e10,openai-ashby-5f0c6579-0bfb-4a06-8a43-1dd371499e10-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-56d541d3-02b5-44d8-b40b-4df72cdd0405,openai-ashby-56d541d3-02b5-44d8-b40b-4df72cdd0405-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-b9dee2a0-9bb3-447e-9bce-2b1bed784e5b,openai-ashby-b9dee2a0-9bb3-447e-9bce-2b1bed784e5b-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-4d14449e-5e7f-45d4-b103-8776a6c87086,openai-ashby-4d14449e-5e7f-45d4-b103-8776a6c87086-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-85fceac9-fb8a-4d71-a524-a8e5f1e9b01b,openai-ashby-85fceac9-fb8a-4d71-a524-a8e5f1e9b01b-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-e9627fa6-ac76-4899-9a93-9251419e61a0,openai-ashby-e9627fa6-ac76-4899-9a93-9251419e61a0-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
openai-ashby-d8794980-1d3f-4d82-8b48-811449b6c492,openai-ashby-d8794980-1d3f-4d82-8b48-811449b6c492-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
physicalintelligence-ashby-1f6cf3eb-f70f-480b-9fff-befd56c7fd07,physicalintelligence-ashby-1f6cf3eb-f70f-480b-9fff-befd56c7fd07-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
physicalintelligence-ashby-96bf6ea8-fb8d-4a76-bec7-878a8c224cea,physicalintelligence-ashby-96bf6ea8-fb8d-4a76-bec7-878a8c224cea-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
physicalintelligence-ashby-f83ba447-2261-4832-95db-a2f88454e0ba,physicalintelligence-ashby-f83ba447-2261-4832-95db-a2f88454e0ba-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
physicalintelligence-ashby-7f8397a4-c3cd-45c6-90c7-13c4481f4699,physicalintelligence-ashby-7f8397a4-c3cd-45c6-90c7-13c4481f4699-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
pinterest-greenhouse-8071670,pinterest-greenhouse-8071670-1,[],,not stated,Not stated,[],The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.
pinterest-greenhouse-7697137,pinterest-greenhouse-7697137-1,[],,not stated,Not stated,[],The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.
pinterest-greenhouse-6121450,pinterest-greenhouse-6121450-1,[],,not stated,Not stated,[],The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.
pinterest-greenhouse-6121543,pinterest-greenhouse-6121543-1,[],,not stated,Not stated,[],The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.
plus-2-d1b8ecc2-dfc2-4613-81ca-02d90776c618,plus-2-d1b8ecc2-dfc2-4613-81ca-02d90776c618-1,"[""PhD""]",0,research,Not stated,[],Required skills explicitly allow a Ph.D. new grad; a Master's path requires 3 years of industry experience.
plus-2-f4fc6b45-6c2d-4d09-aece-fd046eb4b81b,plus-2-f4fc6b45-6c2d-4d09-aece-fd046eb4b81b-1,"[""PhD""]",0,research,Not stated,[],Required skills explicitly allow a PhD new grad; the alternative MS path requires 3+ years of relevant experience.
plus-2-89a2ec90-547f-4ec2-8476-3985353c17d6,plus-2-89a2ec90-547f-4ec2-8476-3985353c17d6-1,"[""PhD""]",0,research,Not stated,[],Required skills explicitly allow a PhD new grad; the alternative MS path requires 3+ years of software-engineering experience focused on ML infrastructure or distributed systems.
plus-2-4572f534-2f3c-4d4c-9fb0-55838bf7795f,plus-2-4572f534-2f3c-4d4c-9fb0-55838bf7795f-1,"[""PhD""]",0,research,Not stated,[],Required skills allow a PhD new grad; the alternative MS path requires 3+ years of relevant experience.
primeintellect-ashby-8bd52610-175c-42a7-a7cd-b29c45f9d305,primeintellect-ashby-8bd52610-175c-42a7-a7cd-b29c45f9d305-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
primeintellect-ashby-05e4b76b-2570-4c89-baf2-9833fff7378f,primeintellect-ashby-05e4b76b-2570-4c89-baf2-9833fff7378f-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
roblox-greenhouse-8027588,roblox-greenhouse-8027588-1,"[""PhD""]",0,research,2026,[2026],Title says PhD Early Career and JD seeks exceptional PhD new graduates for 2026.
roblox-greenhouse-8027587,roblox-greenhouse-8027587-1,"[""PhD""]",0,research,2026,[2026],Title says PhD Early Career and JD seeks exceptional PhD new graduates for 2026.
roku-greenhouse-7991641,roku-greenhouse-7991641-1,[],,not stated,Not stated,[],The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.
roku-greenhouse-8065793,roku-greenhouse-8065793-1,[],,not stated,Not stated,[],The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.
scaleai-greenhouse-4631848005,scaleai-greenhouse-4631848005-1,[],,not stated,Not stated,[],The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.
scaleai-greenhouse-4728014005,scaleai-greenhouse-4728014005-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
scaleai-greenhouse-4528009005,scaleai-greenhouse-4528009005-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
scaleai-greenhouse-4534631005,scaleai-greenhouse-4534631005-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
scale-ai-greenhouse-4730836005,scale-ai-greenhouse-4730836005-1,"[""Bachelor""]",0,not stated,Fall 2026 or Spring 2027,"[2026,2027]","Bachelor's degree or equivalent in CS, EECS, Computer Engineering, or Statistics; product engineering experience may be coursework/project based."
scaleai-greenhouse-4363623005,scaleai-greenhouse-4363623005-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
sierra-ashby-d9c445da-c7b4-43a3-8d71-d367681c3015,sierra-ashby-d9c445da-c7b4-43a3-8d71-d367681c3015-1,"[""Bachelor"",""Master""]",0,not stated,June 2027,[2027],"Live APX posting explicitly accepts undergraduate or Master degree completion by June 2027 and names React, TypeScript, Python, and Go."
sierra-ashby-149f368c-52d5-408f-ba26-ad888f318a00,sierra-ashby-149f368c-52d5-408f-ba26-ad888f318a00-1,[],,not stated,2027,[2027],"Live posting title marks New Grad 2027, but the captured requirements do not establish a degree path or named technical skill requirement; leave those fields empty."
snorkelai-greenhouse-5690608004,snorkelai-greenhouse-5690608004-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
snorkelai-greenhouse-6009489004,snorkelai-greenhouse-6009489004-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
specter-ashby-4129379f-8d85-4929-affd-1e5fd604b0a9,specter-ashby-4129379f-8d85-4929-affd-1e5fd604b0a9-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
specter-ashby-3400c31a-12a8-4e82-9f14-502ac3a35ca6,specter-ashby-3400c31a-12a8-4e82-9f14-502ac3a35ca6-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
sprinter-health-ashby-707e8513-866d-4ac4-861a-b9c05cc9c00c,sprinter-health-ashby-707e8513-866d-4ac4-861a-b9c05cc9c00c-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
sprinter-health-ashby-7c0cb244-0fa0-439d-b7dd-d24fc18e6d26,sprinter-health-ashby-7c0cb244-0fa0-439d-b7dd-d24fc18e6d26-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
sprinter-health-ashby-e9da533c-5af2-448c-b48a-ffb331ee76e2,sprinter-health-ashby-e9da533c-5af2-448c-b48a-ffb331ee76e2-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
stripe-greenhouse-8137997,stripe-greenhouse-8137997-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
thinkingmachines-ashby-4087e0f6-4295-419a-ba02-08e95a74ceea,thinkingmachines-ashby-4087e0f6-4295-419a-ba02-08e95a74ceea-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
thinkingmachines-ashby-2d7a9e99-836a-475b-9ae3-b6b1df8baa6d,thinkingmachines-ashby-2d7a9e99-836a-475b-9ae3-b6b1df8baa6d-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
thinkingmachines-ashby-93855db2-9a80-421d-9e80-ace9eca24650,thinkingmachines-ashby-93855db2-9a80-421d-9e80-ace9eca24650-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
thinkingmachines-ashby-9dabecde-1bdb-47c6-b943-ff7b0526657c,thinkingmachines-ashby-9dabecde-1bdb-47c6-b943-ff7b0526657c-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
thinkingmachines-ashby-4d51cb65-5e5b-42d2-8c28-7073b8574e4b,thinkingmachines-ashby-4d51cb65-5e5b-42d2-8c28-7073b8574e4b-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
thinkingmachines-ashby-3efb6896-4840-4f90-8798-2ce49fa146e5,thinkingmachines-ashby-3efb6896-4840-4f90-8798-2ce49fa146e5-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
thinkingmachines-ashby-602f2a99-34eb-4fde-9eec-b4945ee4aab6,thinkingmachines-ashby-602f2a99-34eb-4fde-9eec-b4945ee4aab6-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
thinking-machines-lab-ashby-9d863c78-80c0-44cd-a574-d1330e125398,thinking-machines-lab-ashby-9d863c78-80c0-44cd-a574-d1330e125398-1,"[""Bachelor""]",2,industry,Not stated,[],"Minimum is Bachelor's and two years post-grad software/ML experience, exclusive of internships."
thinking-machines-lab-ashby-72fe46e4-a772-4ebb-a413-53e4f1a8273e,thinking-machines-lab-ashby-72fe46e4-a772-4ebb-a413-53e4f1a8273e-1,"[""Bachelor""]",2,industry,Not stated,[],"Minimum is Bachelor's and two years post-grad software/ML experience, exclusive of internships."
TIKTOK-A07409A,TIKTOK-A07409A-1,"[""Bachelor"",""Master"",""PhD""]",0,research,Completing or recently completed Bachelor's or above; graduation year not stated,[],Official page says Graduate and 2027 Start; minimum qualification accepts completing or recently completed Bachelor's or above.
BYTEDANCE-A123804,BYTEDANCE-A123804-1,"[""PhD""]",0,research,Currently pursuing PhD; 2026 start and onboarding by end of 2026,[],Official title says Graduate and 2026 Start (PhD); minimum qualification says currently pursuing PhD.
BYTEDANCE-A108842,BYTEDANCE-A108842-1,"[""PhD""]",0,research,Final-year or recent PhD graduate; onboarding by end of 2026,[],Official title says Research Scientist Graduate and 2026 Start (PhD); minimum qualification says final year or recent PhD graduates.
BYTEDANCE-A181445,BYTEDANCE-A181445-1,"[""PhD""]",0,research,Completing or recently completed PhD; onboarding by end of 2026,[],Official title says Research Scientist Graduate and 2026 Start (PhD); minimum qualification says completing or recently completed PhD.
toast-greenhouse-7984730,toast-greenhouse-7984730-1,[],,not stated,Not stated,[],The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.
togetherai-greenhouse-5199554007,togetherai-greenhouse-5199554007-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
togetherai-greenhouse-5179372007,togetherai-greenhouse-5179372007-1,[],,not stated,Not stated,[],The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.
together-ai-greenhouse-5211582007,together-ai-greenhouse-5211582007-1,"[""Bachelor"",""Master""]",0,not stated,2027,[2027],Recent-graduate language is explicit; team placement is determined among ML/platform/infrastructure/inference.
togetherai-greenhouse-4188119007,togetherai-greenhouse-4188119007-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
unity-jobs-JOBREQ-2616023,unity-jobs-JOBREQ-2616023-1,"[""Bachelor""]",0,research,Not stated,[],Official title says New Grad; the posting describes a recent university graduate and accepts ML systems/data pipeline experience through research or projects.
waymo-greenhouse-7309064,waymo-greenhouse-7309064-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
waymo-greenhouse-6506689,waymo-greenhouse-6506689-1,[],,not stated,Not stated,[],The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.
xai-greenhouse-4703144007,xai-greenhouse-4703144007-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
xai-greenhouse-5193037007,xai-greenhouse-5193037007-1,"[""Bachelor"",""Master"",""PhD""]",2,industry,Not stated,[],JD requires 2+ years in production/distributed/GPU/ML infrastructure; no new-grad claim.
xai-greenhouse-4533894007,xai-greenhouse-4533894007-1,[],,not stated,Not stated,[],No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.
